Optimization,Result
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-dce -deadargelim -globalopt, secure
-scev-aa -dce -deadargelim -globalopt, secure
-adce -dce -deadargelim -globalopt, secure
-scev-aa -adce -dce -deadargelim -globalopt, secure
-always-inline -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -dce -deadargelim -globalopt, secure
-adce -always-inline -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -dce -deadargelim -globalopt, secure
-argpromotion -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -dce -deadargelim -globalopt, secure
-adce -argpromotion -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -dce -deadargelim -globalopt, secure
-break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -dce -deadargelim -globalopt, secure
-adce -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -dce -deadargelim -globalopt, secure
-always-inline -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -dce -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt, secure
-codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -codegenprepare -dce -deadargelim -globalopt, secure
-adce -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -codegenprepare -dce -deadargelim -globalopt, secure
-always-inline -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -codegenprepare -dce -deadargelim -globalopt, secure
-adce -always-inline -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -dce -deadargelim -globalopt, secure
-argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-adce -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt, secure
-break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-adce -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt, secure
-constmerge -dce -deadargelim -globalopt, secure
-scev-aa -constmerge -dce -deadargelim -globalopt, secure
-adce -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -constmerge -dce -deadargelim -globalopt, secure
-always-inline -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -constmerge -dce -deadargelim -globalopt, secure
-argpromotion -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-adce -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -deadargelim -globalopt, secure
-break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-adce -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt, secure
-codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt, secure
-dse -globalopt, secure
-scev-aa -dse -globalopt, secure
-adce -dse -globalopt, secure
-scev-aa -adce -dse -globalopt, secure
-always-inline -dse -globalopt, secure
-scev-aa -always-inline -dse -globalopt, secure
-adce -always-inline -dse -globalopt, secure
-scev-aa -adce -always-inline -dse -globalopt, secure
-argpromotion -dse -globalopt, secure
-scev-aa -argpromotion -dse -globalopt, secure
-adce -argpromotion -dse -globalopt, secure
-scev-aa -adce -argpromotion -dse -globalopt, secure
-always-inline -argpromotion -dse -globalopt, secure
-scev-aa -always-inline -argpromotion -dse -globalopt, secure
-adce -always-inline -argpromotion -dse -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -dse -globalopt, secure
-break-crit-edges -dse -globalopt, secure
-scev-aa -break-crit-edges -dse -globalopt, secure
-adce -break-crit-edges -dse -globalopt, secure
-scev-aa -adce -break-crit-edges -dse -globalopt, secure
-always-inline -break-crit-edges -dse -globalopt, secure
-scev-aa -always-inline -break-crit-edges -dse -globalopt, secure
-adce -always-inline -break-crit-edges -dse -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -dse -globalopt, secure
-argpromotion -break-crit-edges -dse -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -dse -globalopt, secure
-adce -argpromotion -break-crit-edges -dse -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -dse -globalopt, secure
-always-inline -argpromotion -break-crit-edges -dse -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dse -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -dse -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dse -globalopt, secure
-codegenprepare -dse -globalopt, secure
-scev-aa -codegenprepare -dse -globalopt, secure
-adce -codegenprepare -dse -globalopt, secure
-scev-aa -adce -codegenprepare -dse -globalopt, secure
-always-inline -codegenprepare -dse -globalopt, secure
-scev-aa -always-inline -codegenprepare -dse -globalopt, secure
-adce -always-inline -codegenprepare -dse -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -dse -globalopt, secure
-argpromotion -codegenprepare -dse -globalopt, secure
-scev-aa -argpromotion -codegenprepare -dse -globalopt, secure
-adce -argpromotion -codegenprepare -dse -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -dse -globalopt, secure
-always-inline -argpromotion -codegenprepare -dse -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dse -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -dse -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dse -globalopt, secure
-break-crit-edges -codegenprepare -dse -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -dse -globalopt, secure
-adce -break-crit-edges -codegenprepare -dse -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dse -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -dse -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dse -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -dse -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dse -globalopt, secure
